학교ID,학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자
B000012859,운호고등학교,고등학교,1968-03-06,사립,본교,운영,충청북도 청주시 서원구 모충동 132-43,충청북도 청주시 서원구 무심서로 375,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2013-11-29,2020-09-22,36.62496458,127.485278,2021-03-25
B000003588,천상초등학교,초등학교,2004-12-28,공립,본교,운영,울산광역시 울주군 범서읍 천상리 674,울산광역시 울주군 범서읍 천상7길 28,7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2013-11-29,2020-09-22,35.56112743,129.2211333,2021-03-25
B000008953,광주송원중학교,중학교,1965-02-24,사립,본교,운영,광주광역시 남구 송하동 365-34,광주광역시 남구 송암로 73,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2020-09-22,35.11274599,126.8692648,2021-03-25
B000011829,인천국제고등학교,고등학교,2008-03-01,공립,본교,운영,인천광역시 중구 운서동 3077-4,인천광역시 중구 영종대로277번길 74-40,7310000,인천광역시교육청,7321000,인천광역시남부교육지원청,2013-11-29,2020-09-22,37.49059416,126.5092234,2021-03-25
B000003601,청량초등학교,초등학교,1927-06-01,공립,본교,운영,울산광역시 울주군 청량읍 덕하리 412-2,울산광역시 울주군 청량읍 덕정5길 14,7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2013-11-29,2020-09-22,35.48638605,129.2977531,2021-03-25
B000002932,대구명곡초등학교,초등학교,2003-03-01,공립,본교,운영,대구광역시 달성군 화원읍 명곡리 132,대구광역시 달성군 화원읍 명곡로 40,7240000,대구광역시교육청,7281000,대구광역시달성교육지원청,2013-11-29,2020-09-22,35.79642742,128.4962231,2021-03-25
B000012963,태안여자고등학교,고등학교,1974-03-02,사립,본교,운영,충청남도 태안군 태안읍 남문리 416,충청남도 태안군 태안읍 원이로 7-1,8140000,충청남도교육청,8281000,충청남도태안교육지원청,2013-11-29,2020-09-22,36.759906,126.2885658,2021-03-25
B000009595,백양중학교,중학교,1995-12-01,공립,본교,운영,경기도 고양시 덕양구 화정동 992,경기도 고양시 덕양구 화신로 236,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2020-09-22,37.63086839,126.8359445,2021-03-25
B000004551,성사초등학교,초등학교,1987-03-02,공립,본교,운영,경기도 고양시 덕양구 성사동 716,경기도 고양시 덕양구 호국로834번길 89,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2020-09-22,37.65764046,126.8443046,2021-03-25
B000010952,춘양중학교,중학교,1951-05-27,공립,본교,운영,경상북도 봉화군 춘양면 서동리 83-1,경상북도 봉화군 춘양면 서원촌길 8-14,8750000,경상북도교육청,8961000,경상북도봉화교육지원청,2013-11-29,2020-09-22,36.94790637,128.913923,2021-03-25
B000012670,정발고등학교,고등학교,1997-03-05,공립,본교,운영,경기도 고양시 일산동구 마두동 894,경기도 고양시 일산동구 정발산로 185,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2020-09-22,37.66347392,126.7856112,2021-03-25
B000011863,고양국제고등학교,고등학교,2011-03-01,공립,본교,운영,경기도 고양시 일산동구 식사동 716-20,경기도 고양시 일산동구 위시티4로 112,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2020-09-22,37.68424342,126.8085202,2021-03-25
B000023138,세종과학예술영재학교,고등학교,2015-03-01,공립,본교,운영,세종특별자치시 아름동 807,세종특별자치시 달빛1로 265,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2013-11-29,2020-09-22,36.5226688,127.248868,2021-03-25
B000003505,다전초등학교,초등학교,2008-03-01,공립,본교,운영,울산광역시 중구 다운동 686-1,울산광역시 중구 다운로 176,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2020-09-22,35.56797391,129.2680021,2021-03-25
B000012416,달천고등학교,고등학교,2009-03-04,공립,본교,운영,울산광역시 북구 달천동 1-17,울산광역시 북구 달천철장길 23,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2020-09-22,35.63203254,129.3283732,2021-03-25
B000004673,한빛초등학교,초등학교,2010-03-01,공립,본교,운영,경기도 파주시 야당동 983,경기도 파주시 미래로408번길 77,7530000,경기도교육청,7681000,경기도파주교육지원청,2013-11-29,2020-09-22,37.71465004,126.7509672,2021-03-25
B000024422,화정초등학교,초등학교,2013-05-06,공립,본교,운영,부산광역시 북구 화명동 2330,부산광역시 북구 의성로 23,7150000,부산광역시교육청,7201000,부산광역시북부교육지원청,2013-11-29,2020-09-22,35.21817515,129.0098487,2021-03-25
B000002548,성천초등학교,초등학교,1992-03-01,공립,본교,운영,부산광역시 남구 우암동 216-6,부산광역시 남구 장고개로 64-41,7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2013-11-29,2020-09-22,35.13061711,129.0720667,2021-03-25
B000012207,덕원고등학교,고등학교,1980-03-01,사립,본교,운영,대구광역시 수성구 욱수동 81,대구광역시 수성구 욱수길 37,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2020-09-22,35.82638241,128.7067233,2021-03-25
B000009402,신천중학교,중학교,2001-03-01,공립,본교,운영,경기도 시흥시 신천동 262,경기도 시흥시 포도원로 88-1,7530000,경기도교육청,7781000,경기도시흥교육지원청,2013-11-29,2020-09-22,37.43397511,126.7823306,2021-03-25
B000004072,신천초등학교,초등학교,1999-03-01,공립,본교,운영,경기도 시흥시 신천동 203,경기도 시흥시 포도원로 88,7530000,경기도교육청,7781000,경기도시흥교육지원청,2013-11-29,2020-09-22,37.43506247,126.7829232,2021-03-25
B000008564,연산중학교,중학교,1978-03-06,공립,본교,운영,부산광역시 연제구 연산동 955-11,부산광역시 연제구 고분로56번길 39,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2013-11-29,2020-09-22,35.18426439,129.0896074,2021-03-25
B000001957,서울개웅초등학교,초등학교,1998-10-25,공립,본교,운영,서울특별시？구로구？개봉동 273-16,서울특별시 구로구 개봉로11길 98,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2021-03-23,37.48839858,126.850121,2021-03-25
B000010856,문명중학교,중학교,2005-03-01,사립,본교,운영,경상북도 경산시 백천동 산16,경상북도 경산시 경청로230길 30,8750000,경상북도교육청,8851000,경상북도경산교육지원청,2013-11-29,2020-09-22,35.80553743,128.7441371,2021-03-25
B000023137,세종국제고등학교,고등학교,2013-03-01,공립,본교,운영,세종특별자치시 아름동 810,세종특별자치시 달빛1로 251,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2013-11-29,2020-09-22,36.52152828,127.2469708,2021-03-25
B000009693,삼숭중학교,중학교,2005-09-01,공립,본교,운영,경기도 양주시 삼숭동 679-1,경기도 양주시 삼숭로38번길 136,7530000,경기도교육청,7602000,경기도동두천양주교육지원청,2013-11-29,2020-09-22,37.79796373,127.1082758,2021-03-25
B000002802,대구파동초등학교,초등학교,1983-03-01,공립,본교,운영,대구광역시 수성구 파동 8,대구광역시 수성구 파동로51길 34,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2020-09-22,35.8245666,128.6079603,2021-03-25
B000007426,온정초등학교,초등학교,1929-02-16,공립,본교,운영,경상북도 울진군 온정면 소태리 793-1,경상북도 울진군 온정면 온정학교길 49,8750000,경상북도교육청,8971000,경상북도울진교육지원청,2013-11-29,2020-09-22,36.72539623,129.3457644,2021-03-25
B000008499,경남여자중학교,중학교,1927-04-23,공립,본교,운영,부산광역시 동구 수정동 364,부산광역시 동구 초량중로 142,7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2013-11-29,2020-09-22,35.1234751,129.0422498,2021-03-25
B000002153,서울잠전초등학교,초등학교,1981-11-26,공립,본교,운영,서울특별시 송파구 잠실동 229,서울특별시 송파구 올림픽로12길 51,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.50678211,127.0842067,2021-03-25
B000024047,대구비슬초등학교,초등학교,2016-03-01,공립,본교,운영,대구광역시 달성군 유가읍 봉리 597,대구광역시 달성군 유가읍 테크노북로 144,7240000,대구광역시교육청,7281000,대구광역시달성교육지원청,2013-11-29,2020-09-22,35.69605801,128.4587333,2021-03-25
B000008753,포산중학교,중학교,1960-04-08,공립,본교,운영,대구광역시 달성군 유가읍 봉리 598,대구광역시 달성군 유가읍 테크노북로6길 10,7240000,대구광역시교육청,7281000,대구광역시달성교육지원청,2013-11-29,2020-09-22,35.69621268,128.4600355,2021-03-25
B000003536,매산초등학교,초등학교,2011-03-01,공립,본교,운영,울산광역시 북구 매곡동 산90-6,울산광역시 북구 매산로 53,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2020-09-22,35.64418712,129.3601539,2021-03-25
B000002860,대구학정초등학교,초등학교,2007-09-01,공립,본교,운영,대구광역시 북구 학정동 985,대구광역시 북구 학남로 32,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2020-09-22,35.94834928,128.56912,2021-03-25
B000007074,와룡초등학교,초등학교,1933-09-15,공립,본교,운영,경상북도 안동시 와룡면 가구리 684,경상북도 안동시 와룡면 문화마을길 11,8750000,경상북도교육청,8791000,경상북도안동교육지원청,2013-11-29,2020-09-22,36.61929014,128.7685479,2021-03-25
B000010091,서산중학교,중학교,1946-10-16,공립,본교,운영,충청남도 서산시 석남동 57-1,충청남도 서산시 덕지천로 90,8140000,충청남도교육청,8191000,충청남도서산교육지원청,2013-11-29,2020-09-22,36.76863463,126.4589572,2021-03-25
B000003329,임곡초등학교,초등학교,1923-09-27,공립,본교,운영,광주광역시 광산구 임곡동 464,광주광역시 광산구 하림길 26,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2020-09-22,35.22046605,126.7467667,2021-03-25
B000009591,신능중학교,중학교,1996-09-01,공립,본교,운영,경기도 고양시 덕양구 행신동 980,경기도 고양시 덕양구 충장로 78,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2020-09-22,37.61956704,126.8347726,2021-03-25
B000011746,한국산림과학고등학교,고등학교,1972-01-14,공립,본교,운영,경상북도 봉화군 춘양면 서동리 91,경상북도 봉화군 춘양면 서원촌길 8-14,8750000,경상북도교육청,8961000,경상북도봉화교육지원청,2013-11-29,2020-09-22,36.94740753,128.9143618,2021-03-25
B000007410,소천초등학교,초등학교,1930-10-20,공립,본교,운영,경상북도 봉화군 소천면 현동리 674-3,경상북도 봉화군 소천면 소천로 1284,8750000,경상북도교육청,8961000,경상북도봉화교육지원청,2013-11-29,2020-09-22,36.9381331,129.0021956,2021-03-25
B000009575,발산중학교,중학교,1993-01-11,공립,본교,운영,경기도 고양시 일산서구 주엽동 56,경기도 고양시 일산서구 고봉로 99,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2020-09-22,37.66970112,126.7700602,2021-03-25
B000012726,교하고등학교,고등학교,2006-03-01,공립,본교,운영,경기도 파주시 동패동 1707,경기도 파주시 책향기로 180,7530000,경기도교육청,7681000,경기도파주교육지원청,2013-11-29,2020-09-22,37.7226655,126.7220327,2021-03-25
B000007421,월송초등학교,초등학교,1944-03-25,공립,본교,운영,경상북도 울진군 평해읍 월송리 1014,경상북도 울진군 평해읍 월송길 59,8750000,경상북도교육청,8971000,경상북도울진교육지원청,2013-11-29,2020-09-22,36.73588126,129.4584907,2021-03-25
B000006706,삼산초등학교,초등학교,1946-10-14,공립,본교,운영,전라남도 해남군 삼산면 충리 97-4,전라남도 해남군 삼산면 고산로 586,8490000,전라남도교육청,8641000,전라남도해남교육지원청,2013-11-29,2020-09-22,34.51550015,126.6079829,2021-03-25
B000003551,용연초등학교,초등학교,2004-03-01,공립,본교,운영,울산광역시 남구 야음동 789-11,울산광역시 남구 야음로26번길 7,7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2013-11-29,2020-09-22,35.52537295,129.3242207,2021-03-25
B000003585,굴화초등학교,초등학교,2000-03-01,공립,본교,운영,울산광역시 울주군 범서읍 굴화리 52-3,울산광역시 울주군 범서읍 굴화3길 30,7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2013-11-29,2020-09-22,35.55383924,129.260642,2021-03-25
B000002455,태종대초등학교,초등학교,1983-03-01,공립,본교,운영,부산광역시 영도구 동삼동 962,부산광역시 영도구 태종로802번길 38,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2020-09-22,35.06540269,129.0788439,2021-03-25
B000008490,하남중학교,중학교,1993-02-20,공립,본교,운영,부산광역시 사하구 하단동 1181-2,부산광역시 사하구 하신번영로 206,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2020-09-22,35.09944738,128.9588662,2021-03-25
B000002474,사남초등학교,초등학교,1983-03-01,공립,본교,운영,부산광역시 사하구 괴정동 1206-9,부산광역시 사하구 장평로 390,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2020-09-22,35.09615623,128.9823983,2021-03-25
B000011780,함양제일고등학교,고등학교,1951-09-25,공립,본교,운영,경상남도 함양군 함양읍 교산리 210,경상남도 함양군 함양읍 함양배움길 27,9010000,경상남도교육청,9201000,경상남도함양교육지원청,2013-11-29,2020-09-22,35.52548949,127.7324411,2021-03-25
B000002934,대구화동초등학교,초등학교,2005-03-01,공립,본교,운영,대구광역시 달성군 화원읍 본리리 104-1,대구광역시 달성군 화원읍 성암로 38,7240000,대구광역시교육청,7281000,대구광역시달성교육지원청,2013-11-29,2020-09-22,35.79980548,128.5095108,2021-03-25
B000011536,경기영상과학고등학교,고등학교,1997-03-01,공립,본교,운영,경기도 고양시 일산서구 주엽동 95,경기도 고양시 일산서구 강선로 8,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2020-09-22,37.66531012,126.7620059,2021-03-25
B000004729,주원초등학교,초등학교,2007-08-27,공립,본교,운영,경기도 양주시 고암동 580-5,경기도 양주시 고암길 242,7530000,경기도교육청,7602000,경기도동두천양주교육지원청,2013-11-29,2020-09-22,37.83528801,127.0726093,2021-03-25
B000009863,김화중학교,중학교,1955-04-25,공립,본교,운영,강원도 철원군 서면 와수리 589-5,강원도 철원군 서면 와수1로 72,7800000,강원도교육청,7931000,강원도철원교육지원청,2013-11-29,2020-09-22,38.24294687,127.4349464,2021-03-25
B000010963,온정중학교,중학교,1971-04-08,공립,본교,운영,경상북도 울진군 온정면 소태리 799-1,경상북도 울진군 온정면 온정학교길 61,8750000,경상북도교육청,8971000,경상북도울진교육지원청,2013-11-29,2020-09-22,36.72630596,129.3467609,2021-03-25
B000010760,경안여자중학교,중학교,1965-03-09,사립,본교,운영,경상북도 안동시 금곡동 1-3,경상북도 안동시 금곡윗4길 47,8750000,경상북도교육청,8791000,경상북도안동교육지원청,2013-11-29,2020-09-22,36.57245242,128.7233384,2021-03-25
B000009572,저동중학교,중학교,1995-03-01,공립,본교,운영,경기도 고양시 일산동구 정발산동 1192,경기도 고양시 일산동구 무궁화로 159,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2020-09-22,37.67045377,126.7783338,2021-03-25
B000009118,구영중학교,중학교,2008-03-01,공립,본교,운영,울산광역시 울주군 범서읍 구영리 753-2,울산광역시 울주군 범서읍 점촌3길 46,7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2013-11-29,2020-09-22,35.572425,129.2364704,2021-03-25
B000009308,성포중학교,중학교,1990-03-01,공립,본교,운영,경기도 안산시 상록구 월피동 459,경기도 안산시 상록구 월피로 73,7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,2020-09-22,37.33534251,126.85111,2021-03-25
B000011529,일죽고등학교,고등학교,1956-03-16,공립,본교,운영,경기도 안성시 일죽면 송천리 산35,경기도 안성시 서동대로 7446,7530000,경기도교육청,7761000,경기도안성교육지원청,2013-11-29,2020-09-22,37.0914178,127.4738024,2021-03-25
B000007061,서선초등학교,초등학교,1962-05-10,공립,본교,운영,경상북도 안동시 풍산읍 수곡리 378-2,경상북도 안동시 풍산읍 서선길 51,8750000,경상북도교육청,8791000,경상북도안동교육지원청,2013-11-29,2020-09-22,36.59081281,128.6394799,2021-03-25
B000009579,장성중학교,중학교,1995-03-01,공립,본교,운영,경기도 고양시 일산서구 대화동 2096,경기도 고양시 일산서구 대산로 254,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2020-09-22,37.68080929,126.7510581,2021-03-25
B000010948,봉화중학교,중학교,1948-08-06,공립,본교,운영,경상북도 봉화군 봉화읍 삼계리 40,경상북도 봉화군 봉화읍 내성로 138,8750000,경상북도교육청,8961000,경상북도봉화교육지원청,2013-11-29,2020-09-22,36.89548837,128.7398796,2021-03-25
B000012676,주엽고등학교,고등학교,1994-09-10,공립,본교,운영,경기도 고양시 일산서구 대화동 2168,경기도 고양시 일산서구 킨텍스로 341,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2020-09-22,37.67586639,126.7548137,2021-03-25
B000012394,다운고등학교,고등학교,2008-03-01,공립,본교,운영,울산광역시 중구 다운동 641,울산광역시 중구 다운로 180,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2020-09-22,35.56665848,129.2698303,2021-03-25
B000004888,문막초등학교,초등학교,1917-05-01,공립,본교,운영,강원도 원주시 문막읍 건등리 1704,강원도 원주시 문막읍 건등로 28-11,7800000,강원도교육청,7821000,강원도원주교육지원청,2013-11-29,2020-09-22,37.31254133,127.8208337,2021-03-25
B000012128,배정고등학교,고등학교,1955-02-24,사립,본교,운영,부산광역시 남구 문현동 985-26,부산광역시 남구 장고개로85번길 14-16,7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2013-11-29,2020-09-22,35.13272169,129.0679652,2021-03-25
B000009701,포천중학교,중학교,1948-02-01,공립,본교,운영,경기도 포천시 신북면 가채리 841-1,경기도 포천시 신북면 중앙로207번길 65,7530000,경기도교육청,7711000,경기도포천교육지원청,2013-11-29,2020-09-22,37.90717942,127.201938,2021-03-25
B000027278,대중금속공업고등학교,고등학교,1979-03-01,사립,본교,운영,대구광역시 북구 읍내동 361-4,대구광역시 북구 관음로 303-12,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2020-09-22,35.95563216,128.553791,2021-03-25
B000010955,소천중학교,중학교,1955-06-18,공립,본교,운영,경상북도 봉화군 소천면 현동리 701-10,경상북도 봉화군 소천면 소천로 1237,8750000,경상북도교육청,8961000,경상북도봉화교육지원청,2013-11-29,2020-09-22,36.94277276,129.0014609,2021-03-25
B000010761,풍산중학교,중학교,1947-09-16,사립,본교,운영,경상북도 안동시 풍산읍 안교리 320,경상북도 안동시 풍산읍 풍산중앙길 39,8750000,경상북도교육청,8791000,경상북도안동교육지원청,2013-11-29,2020-09-22,36.58355604,128.5651305,2021-03-25
B000010767,일직중학교,중학교,1953-06-02,사립,본교,운영,경상북도 안동시 일직면 귀미리 1016-3,경상북도 안동시 일직면 하나들길 13,8750000,경상북도교육청,8791000,경상북도안동교육지원청,2013-11-29,2020-09-22,36.47137349,128.6642604,2021-03-25
B000005377,강내초등학교,초등학교,1928-03-01,공립,본교,운영,충청북도 청주시 흥덕구 강내면 다락리 348-1,충청북도 청주시 흥덕구 강내면 태성탑연로 117,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2013-11-29,2020-09-22,36.59702511,127.35689,2021-03-25
B000004488,낙민초등학교,초등학교,1993-04-01,공립,본교,운영,경기도 고양시 일산동구 마두동 795,경기도 고양시 일산동구 강석로 134,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2020-09-22,37.65358923,126.7803097,2021-03-25
B000004489,냉천초등학교,초등학교,1995-05-01,공립,본교,운영,경기도 고양시 일산동구 마두동 830,경기도 고양시 일산동구 산두로 99,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2020-09-22,37.6665587,126.7858033,2021-03-25
B000004482,고양백석초등학교,초등학교,1992-09-04,공립,본교,운영,경기도 고양시 일산동구 백석동 1188,경기도 고양시 일산동구 강촌로 140,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2020-09-22,37.65198948,126.7891809,2021-03-25
B000002839,대구대산초등학교,초등학교,1983-04-19,공립,본교,운영,대구광역시 북구 산격동 789-4,대구광역시 북구 신천동로 900,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2020-09-22,35.89660604,128.5936895,2021-03-25
B000011823,대구체육고등학교,고등학교,2003-03-01,공립,본교,운영,대구광역시 북구 동호동 463-2,대구광역시 북구 칠곡중앙대로136길 29,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2020-09-22,35.95833852,128.5583989,2021-03-25
B000008734,성지중학교,중학교,2001-03-01,공립,본교,운영,대구광역시 달서구 이곡동 1300-2,대구광역시 달서구 성서동로 361,7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2013-11-29,2020-09-22,35.85318506,128.5147109,2021-03-25
B000011447,광주공업고등학교,고등학교,1946-10-21,공립,본교,운영,광주광역시 북구 매곡동 10,광주광역시 북구 설죽로315번길 14,7380000,광주광역시교육청,7391000,광주광역시동부교육지원청,2013-11-29,2020-09-22,35.18965953,126.8966608,2021-03-25
B000004490,금계초등학교,초등학교,1995-03-01,공립,본교,운영,경기도 고양시 일산동구 백석동 1192,경기도 고양시 일산동구 강촌로 90,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2020-09-22,37.64983612,126.784134,2021-03-25
B000012254,인천남동고등학교,고등학교,2008-03-01,공립,본교,운영,인천광역시 남동구 논현동 588-1,인천광역시 남동구 은봉로 283,7310000,인천광역시교육청,7341000,인천광역시동부교육지원청,2013-11-29,2020-09-22,37.40570279,126.7218959,2021-03-25
B000011517,청담고등학교,고등학교,1975-12-01,사립,본교,운영,경기도 평택시 팽성읍 송화리 821,경기도 평택시 팽성읍 팽성송화로 192,7530000,경기도교육청,7631000,경기도평택교육지원청,2013-11-29,2020-09-22,36.9627249,127.0614106,2021-03-25
B000011748,평해정보고등학교,고등학교,1976-03-26,공립,본교,운영,경상북도 울진군 평해읍 평해리 413,경상북도 울진군 평해읍 평해7길 61-3,8750000,경상북도교육청,8971000,경상북도울진교육지원청,2013-11-29,2020-09-22,36.72888669,129.4436099,2021-03-25
B000012391,학성여자고등학교,고등학교,1983-03-07,공립,본교,운영,울산광역시 중구 약사동 707-24,울산광역시 중구 화합로 466,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2020-09-22,35.56634045,129.3349493,2021-03-25
B000002825,대구관음초등학교,초등학교,1993-03-01,공립,본교,운영,대구광역시 북구 관음동 1340-1,대구광역시 북구 관음동로17길 16,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2020-09-22,35.94011836,128.5465256,2021-03-25
B000002917,대구이곡초등학교,초등학교,1997-09-01,공립,본교,운영,대구광역시 달서구 이곡동 1304-4,대구광역시 달서구 선원남로 120,7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2013-11-29,2020-09-22,35.8566403,128.5135277,2021-03-25
B000002918,대구성곡초등학교,초등학교,2002-03-01,공립,본교,운영,대구광역시 달서구 이곡동 1306-5,대구광역시 달서구 선원남로 127,7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2013-11-29,2020-09-22,35.85785373,128.513417,2021-03-25
B000007384,동명초등학교,초등학교,1934-05-01,공립,본교,운영,경상북도 칠곡군 동명면 금암리 302-4,경상북도 칠곡군 동명면 금암동석3길 5,8750000,경상북도교육청,8941000,경상북도칠곡교육지원청,2013-11-29,2020-09-22,35.98698665,128.5545397,2021-03-25
B000004716,동두천송내초등학교,초등학교,2003-09-01,공립,본교,운영,경기도 동두천시 송내동 665-4,경기도 동두천시 중앙로 52,7530000,경기도교육청,7602000,경기도동두천양주교육지원청,2013-11-29,2020-09-22,37.88588068,127.052377,2021-03-25
B000004539,대곡초등학교,초등학교,1970-03-01,공립,본교,운영,경기도 고양시 덕양구 대장동 226-2,경기도 고양시 덕양구 대주로 138-50,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2020-09-22,37.640835,126.8124477,2021-03-25
B000009569,백마중학교,중학교,1993-06-01,공립,본교,운영,경기도 고양시 일산동구 마두동 733,경기도 고양시 일산동구 강촌로 189,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2020-09-22,37.65486963,126.7935595,2021-03-25
B000026332,인천백석초등학교,초등학교,1971-03-01,공립,본교,운영,인천광역시 서구 당하동 1084-1,인천광역시 서구 청마로 55,7310000,인천광역시교육청,7361000,인천광역시서부교육지원청,2013-11-29,2020-09-22,37.58956405,126.6718701,2021-03-25
B000003101,인천인동초등학교,초등학교,2000-03-01,공립,본교,운영,인천광역시 남동구 만수동 846,인천광역시 남동구 백범로248번길 38,7310000,인천광역시교육청,7341000,인천광역시동부교육지원청,2013-11-29,2020-09-22,37.46258155,126.7223649,2021-03-25
B000026025,삼남초등학교,초등학교,2020-09-01,공립,본교,운영,울산광역시 울주군 삼남면 교동리 1701-1,울산광역시 울주군 삼남면 울산역2길 43,7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2013-11-29,2020-12-08,35.55564308,129.1267849,2021-03-25
B000004483,저동초등학교,초등학교,1995-03-01,공립,본교,운영,경기도 고양시 일산동구 정발산동 688,경기도 고양시 일산동구 대산로11번길 37,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2020-09-22,37.66787036,126.7742276,2021-03-25
B000012501,충훈고등학교,고등학교,2004-03-01,공립,본교,운영,경기도 안양시 만안구 석수동 595-3,경기도 안양시 만안구 석수로 238,7530000,경기도교육청,7569000,경기도안양과천교육지원청,2013-11-29,2020-09-22,37.41081461,126.8931377,2021-03-25
B000023115,동패고등학교,고등학교,2011-03-01,공립,본교,운영,경기도 파주시 동패동 1976,경기도 파주시 교하로 350,7530000,경기도교육청,7681000,경기도파주교육지원청,2013-11-29,2020-09-22,37.71100653,126.7344265,2021-03-25
B000004493,일산은행초등학교,초등학교,2003-03-01,공립,본교,운영,경기도 고양시 일산동구 식사동 916,경기도 고양시 일산동구 은행마을로 70,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2020-09-22,37.6692824,126.8065205,2021-03-25
B000004758,남면초등학교양덕분교장,초등학교,1967-03-01,공립,분교,운영,경기도 양주시 남면 한산리 272-1,경기도 양주시 남면 은남로119번길 373,7530000,경기도교육청,7602000,경기도동두천양주교육지원청,2013-11-29,2020-09-22,37.90862973,126.9986702,2021-03-25
B000009690,덕계중학교,중학교,2001-03-02,공립,본교,운영,경기도 양주시 덕계동 406-2,경기도 양주시 평화로1416번길 66-13,7530000,경기도교육청,7602000,경기도동두천양주교육지원청,2013-11-29,2020-09-22,37.81620717,127.05028,2021-03-25
B000013245,영남삼육고등학교,고등학교,1952-11-05,사립,본교,운영,경상북도 경산시 남산면 송내리 70,경상북도 경산시 남산면 서원길 58-31,8750000,경상북도교육청,8851000,경상북도경산교육지원청,2013-11-29,2020-09-22,35.78847715,128.829169,2021-03-25
B000011406,경북여자상업고등학교,고등학교,1961-03-24,사립,본교,운영,대구광역시 남구 대명동 1804-2,대구광역시 남구 명덕로38길 36,7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2013-11-29,2020-09-22,35.8551658,128.5883692,2021-03-25
B000009567,백신중학교,중학교,1992-09-01,공립,본교,운영,경기도 고양시 일산동구 마두동 788,경기도 고양시 일산동구 강촌로 89,7530000,경기도교육청,7621000,경기도고양교육지원청,2013-11-29,2020-09-22,37.65098161,126.783446,2021-03-25
