학교ID,학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자
B000005307,연수초등학교,초등학교,1994-03-01,공립,본교,운영,충청북도 충주시 연수동 1232,충청북도 충주시 번영대로 181,8000000,충청북도교육청,8021000,충청북도충주교육지원청,2013-11-29,2020-09-22,36.98773184,127.9384886,2021-03-25
B000009276,안양부흥중학교,중학교,1992-03-05,공립,본교,운영,경기도 안양시 동안구 비산동 1102-1,경기도 안양시 동안구 달안로 25,7530000,경기도교육청,7569000,경기도안양과천교육지원청,2013-11-29,2020-09-22,37.39384816,126.9457225,2021-03-25
B000002607,연산초등학교,초등학교,1962-03-09,공립,본교,운영,부산광역시 연제구 연산동 774-1,부산광역시 연제구 월드컵대로 41,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2013-11-29,2020-09-22,35.17806984,129.0841184,2021-03-25
B000012145,신도고등학교,고등학교,1998-03-05,공립,본교,운영,부산광역시 해운대구 좌동 1344,부산광역시 해운대구 좌동순환로 64,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2013-11-29,2020-09-22,35.17159456,129.1675098,2021-03-25
B000005223,동광초등학교,초등학교,1944-08-05,공립,본교,운영,강원도 고성군 토성면 교암리 86,강원도 고성군 토성면 교암1길 15,7800000,강원도교육청,7971000,강원도고성교육지원청,2013-11-29,2020-09-22,38.28847338,128.5440365,2021-03-25
B000007467,해운초등학교,초등학교,1984-03-01,공립,본교,운영,경상남도 창원시 마산합포구 월영동 605-1,경상남도 창원시 마산합포구 월영남로 24,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2020-09-22,35.17668878,128.5578346,2021-03-25
B000013542,현대청운고등학교,고등학교,1981-03-10,사립,본교,운영,울산광역시 동구 서부동 290,울산광역시 동구 방어진순환도로 1077,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2020-09-22,35.53709839,129.4275964,2021-03-25
B000004933,신영초등학교,초등학교,1966-03-21,공립,본교,운영,강원도 강릉시 주문진읍 향호리 1187-7,강원도 강릉시 주문진읍 주문북로 160,7800000,강원도교육청,7831000,강원도강릉교육지원청,2013-11-29,2020-09-22,37.90678655,128.8221191,2021-03-25
B000008134,연북중학교,중학교,1985-05-14,공립,본교,운영,서울특별시 서대문구 연희동 141,서울특별시 서대문구 연희로36길 32,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2020-09-22,37.57758095,126.9380078,2021-03-25
B000004049,군포화산초등학교,초등학교,1992-03-01,공립,본교,운영,경기도 군포시 금정동 871-5,경기도 군포시 오금로 48,7530000,경기도교육청,7642000,경기도군포의왕교육지원청,2013-11-29,2020-09-22,37.35317798,126.9342311,2021-03-25
B000006351,아산초등학교,초등학교,1933-04-26,공립,본교,운영,전라북도 고창군 아산면 반암리 1081,전라북도 고창군 아산면 영모정길 45,8320000,전라북도교육청,8451000,전라북도고창교육지원청,2013-11-29,2020-09-22,35.48313407,126.6061504,2021-03-25
B000008174,가산중학교,중학교,1971-03-03,공립,본교,운영,서울특별시 금천구 독산동 300-21,서울특별시 금천구 시흥대로115길 48,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2020-09-22,37.46837407,126.8943615,2021-03-25
B000026194,옥정고등학교,고등학교,2015-03-01,공립,본교,운영,경기도 양주시 옥정동 948,경기도 양주시 옥정로7길 47,7530000,경기도교육청,7602000,경기도동두천양주교육지원청,2013-11-29,2020-09-22,37.82748919,127.0888115,2021-03-25
B000012341,국제고등학교,고등학교,1989-03-01,사립,본교,운영,광주광역시 북구 삼각동 479-1,광주광역시 북구 설죽로 433,7380000,광주광역시교육청,7391000,광주광역시동부교육지원청,2013-11-29,2020-09-22,35.19907111,126.8980078,2021-03-25
B000003929,안산해양초등학교,초등학교,2005-09-01,공립,본교,운영,경기도 안산시 상록구 사동 1512-1,경기도 안산시 상록구 해양2로 28,7530000,경기도교육청,7611000,경기도안산교육지원청,2013-11-29,2020-09-22,37.29432103,126.82377,2021-03-25
B000002796,대구수성초등학교,초등학교,1922-05-01,공립,본교,운영,대구광역시 수성구 상동 89-2,대구광역시 수성구 상화로5길 40,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2020-09-22,35.83690126,128.6102361,2021-03-25
B000010615,해제중학교,중학교,1967-04-06,사립,본교,운영,전라남도 무안군 해제면 양매리 888-6,전라남도 무안군 해제면 양간로 97,8490000,전라남도교육청,8661000,전라남도무안교육지원청,2013-11-29,2020-09-22,35.11495802,126.2974773,2021-03-25
B000004143,현화초등학교,초등학교,2000-03-01,공립,본교,운영,경기도 평택시 안중읍 현화리 826-1,경기도 평택시 안중읍 안현로서7길 80,7530000,경기도교육청,7631000,경기도평택교육지원청,2013-11-29,2020-09-22,36.98214587,126.9189136,2021-03-25
B000003684,매탄초등학교,초등학교,1983-10-15,공립,본교,운영,경기도 수원시 영통구 매탄동 946,경기도 수원시 영통구 매탄로 139,7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2020-09-22,37.26397979,127.0429433,2021-03-25
B000009270,신기중학교,중학교,1991-03-01,공립,본교,운영,경기도 안양시 동안구 호계동 1075-1,경기도 안양시 동안구 경수대로610번길 57,7530000,경기도교육청,7569000,경기도안양과천교육지원청,2013-11-29,2020-09-22,37.37887552,126.9589977,2021-03-25
B000010646,청산중학교,중학교,1967-03-06,공립,본교,운영,전라남도 완도군 청산면 도청리 220,전라남도 완도군 청산면 청산로 1579-74,8490000,전라남도교육청,8701000,전라남도완도교육지원청,2013-11-29,2020-09-22,34.18168242,126.8641905,2021-03-25
B000008047,서귀포초등학교,초등학교,1920-12-23,공립,본교,운영,제주특별자치도 서귀포시 서귀동 54-1,제주특별자치도 서귀포시 솔동산로11번길 17,9290000,제주특별자치도교육청,9299000,제주특별자치도서귀포시교육지원청,2013-11-29,2020-09-22,33.24409736,126.5663499,2021-03-25
B000009741,원주중학교,중학교,1948-11-03,공립,본교,운영,강원도 원주시 단구동 460,강원도 원주시 치악로 1724,7800000,강원도교육청,7821000,강원도원주교육지원청,2013-11-29,2020-09-22,37.33682908,127.9581602,2021-03-25
B000010982,합포여자중학교,중학교,1983-03-01,공립,본교,운영,경상남도 창원시 마산회원구 회성동 458-9,경상남도 창원시 마산회원구 회성남11길 27,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2020-09-22,35.23198882,128.5619632,2021-03-25
B000022619,석산초등학교,초등학교,2013-03-01,공립,본교,운영,경상남도 양산시 동면 석산리 1448-8,경상남도 양산시 동면 금오16길 105,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2013-11-29,2020-09-22,35.32141363,129.0268326,2021-03-25
B000007077,월곡초등학교,초등학교,1935-09-16,공립,본교,운영,경상북도 안동시 예안면 정산리 624,경상북도 안동시 예안면 정산길 23,8750000,경상북도교육청,8791000,경상북도안동교육지원청,2013-11-29,2020-09-22,36.6612972,128.8876842,2021-03-25
B000005594,정안초등학교,초등학교,1922-05-23,공립,본교,운영,충청남도 공주시 정안면 내촌리 189-1,충청남도 공주시 정안면 정안중앙길 79,8140000,충청남도교육청,8161000,충청남도공주교육지원청,2013-11-29,2020-09-22,36.60200655,127.1167051,2021-03-25
B000012804,내면고등학교,고등학교,1983-11-21,공립,본교,운영,강원도 홍천군 내면 창촌리 1655-3,강원도 홍천군 내면 구룡령로 5174,7800000,강원도교육청,7881000,강원도홍천교육지원청,2013-11-29,2020-09-22,37.76611526,128.3868659,2021-03-25
B000004803,미원초등학교위곡분교장,초등학교,1944-09-01,공립,분교,운영,경기도 가평군 설악면 위곡리 718-1,경기도 가평군 설악면 한서로 233,7530000,경기도교육청,7721000,경기도가평교육지원청,2013-11-29,2020-09-22,37.67056886,127.5156807,2021-03-25
B000007364,낙산초등학교,초등학교,1944-05-05,공립,본교,운영,경상북도 칠곡군 왜관읍 낙산리 663,경상북도 칠곡군 왜관읍 강변대로 754,8750000,경상북도교육청,8941000,경상북도칠곡교육지원청,2013-11-29,2020-09-22,35.9448575,128.4028299,2021-03-25
B000007841,황산초등학교,초등학교,2008-03-01,공립,본교,운영,경상남도 양산시 물금읍 범어리 2677-2,경상남도 양산시 물금읍 화합5길 12,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2013-11-29,2020-09-22,35.3311555,129.0092284,2021-03-25
B000025620,전주만성초등학교,초등학교,1959-03-05,공립,본교,운영,전라북도 전주시 덕진구 중동 803,전라북도 전주시 덕진구 중동로 32,8320000,전라북도교육청,8331000,전라북도전주교육지원청,2013-11-29,2020-09-22,35.83630608,127.0658443,2021-03-25
B000005747,금남초등학교,초등학교,1920-04-17,공립,본교,운영,세종특별자치시 금남면 신촌리 134-1,세종특별자치시 금남면 금남구즉로 62,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2013-11-29,2020-09-22,36.47246259,127.2876326,2021-03-25
B000004339,신곡초등학교,초등학교,2008-03-03,공립,본교,운영,경기도 김포시 고촌읍 신곡리 1267,경기도 김포시 고촌읍 수기로 67-30,7530000,경기도교육청,7771000,경기도김포교육지원청,2013-11-29,2020-09-22,37.59654233,126.7660891,2021-03-25
B000013154,임자고등학교,고등학교,1986-03-10,공립,본교,운영,전라남도 신안군 임자면 대기리 353,전라남도 신안군 임자면 임자로 230-9,8490000,전라남도교육청,8721000,전라남도신안교육지원청,2013-11-29,2020-09-22,35.09049483,126.0994975,2021-03-25
B000003663,남수원초등학교,초등학교,1985-07-01,공립,본교,운영,경기도 수원시 권선구 세류동 1130,경기도 수원시 권선구 경수대로235번길 24,7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2020-09-22,37.24960187,127.0163009,2021-03-25
B000002017,서울초당초등학교,초등학교,1993-10-28,공립,본교,운영,서울특별시 도봉구 방학동 514-2,서울특별시 도봉구 해등로32길 11,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2020-09-22,37.6581088,127.0223015,2021-03-25
B000003682,수원초등학교,초등학교,1980-09-01,공립,본교,운영,경기도 수원시 팔달구 고등동 19,경기도 수원시 팔달구 팔달로110번길 26,7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2020-09-22,37.2777741,127.0044564,2021-03-25
B000002901,대구내당초등학교,초등학교,1954-04-01,공립,본교,운영,대구광역시 달서구 두류동 1202-1,대구광역시 달서구 명덕로 22-9,7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2013-11-29,2020-09-22,35.86070101,128.5724309,2021-03-25
B000008525,석포여자중학교,중학교,1981-01-17,공립,본교,운영,부산광역시 남구 용당동 596-1,부산광역시 남구 유엔평화로126번길 63,7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2013-11-29,2020-09-22,35.12250048,129.0947597,2021-03-25
B000010253,군산금강중학교,중학교,2006-03-01,공립,본교,운영,전라북도 군산시 미룡동 899,전라북도 군산시 황룡2길 61,8320000,전라북도교육청,8341000,전라북도군산교육지원청,2013-11-29,2020-09-22,35.94097554,126.6881519,2021-03-25
B000012058,서문여자고등학교,고등학교,1973-05-23,사립,본교,운영,서울특별시 서초구 방배동 1514,서울특별시 서초구 동광로12길 84,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2020-09-22,37.48953343,126.9854276,2021-03-25
B000011014,진해남중학교,중학교,1955-05-10,사립,본교,운영,경상남도 창원시 진해구 경화동 781-22,경상남도 창원시 진해구 병암북로 9,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2020-09-22,35.16161832,128.6897371,2021-03-25
B000005970,전주삼천남초등학교,초등학교,1992-09-01,공립,본교,운영,전라북도 전주시 완산구 삼천동1가 635,전라북도 전주시 완산구 거마남로 65,8320000,전라북도교육청,8331000,전라북도전주교육지원청,2013-11-29,2020-09-22,35.7957616,127.1229887,2021-03-25
B000011870,강원과학고등학교,고등학교,1992-09-19,공립,본교,운영,강원도 원주시 태장동 335-4,강원도 원주시 치악로 2242,7800000,강원도교육청,7821000,강원도원주교육지원청,2013-11-29,2020-09-22,37.3758538,127.9723281,2021-03-25
B000013330,진주제일여자고등학교,고등학교,1986-01-15,사립,본교,운영,경상남도 진주시 하대동 465,경상남도 진주시 하대로34번길 11-9,9010000,경상남도교육청,9051000,경상남도진주교육지원청,2013-11-29,2020-09-22,35.19108138,128.1146021,2021-03-25
B000010305,입암중학교,중학교,1973-03-10,공립,본교,운영,전라북도 정읍시 입암면 단곡리 573-4,전라북도 정읍시 입암면 입고로 32-13,8320000,전라북도교육청,8361000,전라북도정읍교육지원청,2013-11-29,2020-09-22,35.51546534,126.7938685,2021-03-25
B000011546,춘천기계공업고등학교,고등학교,1970-01-13,공립,본교,운영,강원도 춘천시 후평동 257-4,강원도 춘천시 후석로462번길 53,7800000,강원도교육청,7811000,강원도춘천교육지원청,2013-11-29,2020-09-22,37.89145853,127.7472681,2021-03-25
B000013144,완도고등학교,고등학교,1974-03-08,공립,본교,운영,전라남도 완도군 완도읍 가용리 32-1,전라남도 완도군 완도읍 개포로135번길 55,8490000,전라남도교육청,8701000,전라남도완도교육지원청,2013-11-29,2020-09-22,34.32274619,126.7400022,2021-03-25
B000011843,대전예술고등학교,고등학교,1991-10-28,사립,본교,운영,대전광역시 유성구 상대동 234-1,대전광역시 유성구 월드컵대로308번길 33,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2020-09-22,36.34625869,127.3328369,2021-03-25
B000007041,조마초등학교,초등학교,1935-04-01,공립,본교,운영,경상북도 김천시 조마면 강곡리 237,경상북도 김천시 조마면 강곡1길 16-69,8750000,경상북도교육청,8781000,경상북도김천교육지원청,2013-11-29,2020-09-22,36.03315957,128.0992255,2021-03-25
B000006108,이리모현초등학교,초등학교,1996-03-01,공립,본교,운영,전라북도 익산시 모현동1가 264-7,전라북도 익산시 배산로14길 12-4,8320000,전라북도교육청,8351000,전라북도익산교육지원청,2013-11-29,2020-09-22,35.94504582,126.9392189,2021-03-25
B000007085,비산초등학교,초등학교,1985-03-02,공립,본교,운영,경상북도 구미시 공단동 114-1,경상북도 구미시 비산로 24,8750000,경상북도교육청,8801000,경상북도구미교육지원청,2013-11-29,2020-09-22,36.11877805,128.3747684,2021-03-25
B000007299,영양중앙초등학교,초등학교,1960-08-10,공립,본교,운영,경상북도 영양군 영양읍 동부리 128,경상북도 영양군 영양읍 영양창수로 53,8750000,경상북도교육청,8891000,경상북도영양교육지원청,2013-11-29,2020-09-22,36.66375742,129.1198229,2021-03-25
B000002408,서울정릉초등학교,초등학교,1985-07-10,공립,본교,운영,서울특별시 성북구 정릉동 798-1,서울특별시 성북구 솔샘로25가길 8,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2020-09-22,37.61964055,127.0053469,2021-03-25
B000011154,칠성중학교,중학교,1952-05-03,사립,본교,운영,경상남도 함안군 칠서면 용성리 22-22,경상남도 함안군 칠서면 삼칠로 1303,9010000,경상남도교육청,9131000,경상남도함안교육지원청,2013-11-29,2020-09-22,35.38838503,128.5026146,2021-03-25
B000002624,만덕초등학교,초등학교,1976-03-02,공립,본교,운영,부산광역시 북구 만덕동 646-1,부산광역시 북구 만덕1로 72,7150000,부산광역시교육청,7201000,부산광역시북부교육지원청,2013-11-29,2020-09-22,35.2145704,129.0295244,2021-03-25
B000007382,다부초등학교,초등학교,1949-09-01,공립,본교,운영,경상북도 칠곡군 가산면 다부리 337-2,경상북도 칠곡군 가산면 다부원1길 52,8750000,경상북도교육청,8941000,경상북도칠곡교육지원청,2013-11-29,2020-09-22,36.04538265,128.5203642,2021-03-25
B000008667,대륜중학교,중학교,1921-09-15,사립,본교,운영,대구광역시 수성구 만촌동 산241,대구광역시 수성구 달구벌대로 2700,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2020-09-22,35.85279447,128.6557394,2021-03-25
B000007057,송천초등학교,초등학교,1947-10-01,공립,본교,운영,경상북도 안동시 송천동 941-1,경상북도 안동시 송천2길 119,8750000,경상북도교육청,8791000,경상북도안동교육지원청,2013-11-29,2020-09-22,36.54623042,128.7921792,2021-03-25
B000004412,보개초등학교,초등학교,1935-04-11,공립,본교,운영,경기도 안성시 보개면 복평리 162,경기도 안성시 보개면 복평길 18,7530000,경기도교육청,7761000,경기도안성교육지원청,2013-11-29,2020-09-22,37.0419973,127.3080716,2021-03-25
B000007790,대산초등학교,초등학교,1922-10-02,공립,본교,운영,경상남도 함안군 대산면 구혜리 229,경상남도 함안군 대산면 대산중앙3길 8,9010000,경상남도교육청,9131000,경상남도함안교육지원청,2013-11-29,2020-09-22,35.35138905,128.4311216,2021-03-25
B000003556,남산초등학교,초등학교,2005-09-01,공립,본교,운영,울산광역시 남구 옥동 1396,울산광역시 남구 거마로 17,7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2013-11-29,2020-09-22,35.53670642,129.2953159,2021-03-25
B000024255,장기초등학교,초등학교,1930-06-05,공립,본교,운영,세종특별자치시 장군면 도계리 164-1,세종특별자치시 장군면 장척로 398-9,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2013-11-29,2020-09-22,36.49635134,127.2066373,2021-03-25
B000003257,만호초등학교,초등학교,2005-09-01,공립,본교,운영,광주광역시 서구 금호동 244-16,광주광역시 서구 금화로 53,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2020-09-22,35.13261153,126.8544154,2021-03-25
B000012425,광교고등학교,고등학교,2012-03-02,공립,본교,운영,경기도 수원시 영통구 이의동 1346,경기도 수원시 영통구 도청로89번길 11,7530000,경기도교육청,7541000,경기도수원교육지원청,2013-11-29,2020-09-22,37.28972795,127.0484667,2021-03-25
B000006297,번암초등학교,초등학교,1919-06-27,공립,본교,운영,전라북도 장수군 번암면 노단리 453,전라북도 장수군 번암면 동강길 21,8320000,전라북도교육청,8421000,전라북도장수교육지원청,2013-11-29,2020-09-22,35.53469283,127.5471796,2021-03-25
B000026016,상북초등학교,초등학교,2016-03-01,공립,본교,운영,울산광역시 울주군 상북면 산전리 483-1,울산광역시 울주군 상북면 도동신리로 35,7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2013-11-29,2020-09-22,35.59225759,129.0934403,2021-03-25
B000013023,남원여자고등학교,고등학교,1955-05-17,공립,본교,운영,전라북도 남원시 왕정동 100,전라북도 남원시 광천북길 229-11,8320000,전라북도교육청,8371000,전라북도남원교육지원청,2013-11-29,2020-09-22,35.4101227,127.3697154,2021-03-25
B000009011,대전송촌중학교,중학교,2000-03-05,공립,본교,운영,대전광역시 대덕구 송촌동 495-10,대전광역시 대덕구 계족산로 110,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2013-11-29,2020-09-22,36.3639647,127.4431912,2021-03-25
B000010371,번암중학교,중학교,1970-03-10,공립,본교,운영,전라북도 장수군 번암면 노단리 491,전라북도 장수군 번암면 지지로 28-12,8320000,전라북도교육청,8421000,전라북도장수교육지원청,2013-11-29,2020-09-22,35.53551096,127.5479173,2021-03-25
B000008947,광주동성중학교,중학교,1951-09-01,사립,본교,운영,광주광역시 남구 진월동 859-165,광주광역시 남구 서문대로 627번길 20,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2020-09-22,35.11677181,126.8958271,2021-03-25
B000006062,창오초등학교,초등학교,1939-06-01,공립,본교,운영,전라북도 군산시 성산면 창오리 221-4,전라북도 군산시 성산면 동군산로 393,8320000,전라북도교육청,8341000,전라북도군산교육지원청,2013-11-29,2020-09-22,35.98481332,126.816315,2021-03-25
B000009317,상하중학교,중학교,2011-03-01,공립,본교,운영,경기도 용인시 기흥구 상하동 672,경기도 용인시 기흥구 중부대로746번길 16-29,7530000,경기도교육청,7751000,경기도용인교육지원청,2013-11-29,2020-09-22,37.26159673,127.1357387,2021-03-25
B000005445,만승초등학교,초등학교,1930-04-19,공립,본교,운영,충청북도 진천군 광혜원면 광혜원리 486-1,충청북도 진천군 광혜원면 중리길 11,8000000,충청북도교육청,8081000,충청북도진천교육지원청,2013-11-29,2020-09-22,36.99206897,127.4417725,2021-03-25
B000006401,목포삼학초등학교,초등학교,1977-03-08,공립,본교,운영,전라남도 목포시 산정동 1367,전라남도 목포시 남해로39번길 8,8490000,전라남도교육청,8501000,전라남도목포교육지원청,2013-11-29,2020-09-22,34.79074536,126.4010434,2021-03-25
B000005288,운천초등학교,초등학교,1974-06-26,공립,본교,운영,충청북도 청주시 흥덕구 운천동 543-7,충청북도 청주시 흥덕구 무심서로 721,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2013-11-29,2020-09-22,36.65437388,127.4735064,2021-03-25
B000002756,동대구초등학교,초등학교,1965-11-13,공립,본교,운영,대구광역시 동구 신암동 208-1,대구광역시 동구 신암남로 45,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2020-09-22,35.87908377,128.6208718,2021-03-25
B000023079,미사강변초등학교,초등학교,2014-09-01,공립,본교,운영,경기도 하남시 선동 424,경기도 하남시 미사강변북로55번길 70,7530000,경기도교육청,7692000,경기도광주하남교육지원청,2013-11-29,2020-09-22,37.57577077,127.1859255,2021-03-25
B000002136,서울잠현초등학교,초등학교,2008-10-27,공립,본교,운영,서울특별시 송파구 신천동 17-2,서울특별시 송파구 올림픽로 37길 109,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.52242179,127.1047786,2021-03-25
B000003258,풍암초등학교,초등학교,1999-03-22,공립,본교,운영,광주광역시 서구 풍암동 1050,광주광역시 서구 풍암중앙로 8,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2020-09-22,35.12339686,126.8754506,2021-03-25
B000011950,송곡여자고등학교,고등학교,1973-05-24,사립,본교,운영,서울특별시 중랑구 망우동 252-1,서울특별시 중랑구 양원역로 67,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2020-09-22,37.60676073,127.1047379,2021-03-25
B000010396,흥덕중학교,중학교,1952-04-03,공립,본교,운영,전라북도 고창군 흥덕면 흥덕리 436,전라북도 고창군 흥덕면 잿말길 21,8320000,전라북도교육청,8451000,전라북도고창교육지원청,2013-11-29,2020-09-22,35.52289679,126.7013624,2021-03-25
B000008155,광성중학교,중학교,1894-04-06,사립,본교,운영,서울특별시 마포구 신수동 91-20,서울특별시 마포구 신수로8길 20,7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2020-09-22,37.54846912,126.9368808,2021-03-25
B000024882,한산초등학교,초등학교,1928-09-17,공립,본교,운영,경상남도 통영시 한산면 하소리 36-2,경상남도 통영시 한산면 한산일주로 850-2,9010000,경상남도교육청,9071000,경상남도통영교육지원청,2013-11-29,2020-09-22,34.76819506,128.5068429,2021-03-25
B000003709,수진초등학교,초등학교,1971-11-30,공립,본교,운영,경기도 성남시 수정구 태평동 3756,경기도 성남시 수정구 탄리로95번길 16,7530000,경기도교육청,7551000,경기도성남교육지원청,2013-11-29,2020-09-22,37.44422779,127.1331092,2021-03-25
B000011961,영훈고등학교,고등학교,1973-03-02,사립,본교,운영,서울특별시 강북구 미아동 471-2,서울특별시 강북구 도봉로13가길 19,7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2020-09-22,37.61359434,127.0277394,2021-03-25
B000009076,다운중학교,중학교,2008-03-01,공립,본교,운영,울산광역시 중구 다운동 676-1,울산광역시 중구 다운로 178,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2020-09-22,35.56793872,129.2697974,2021-03-25
B000007290,청송초등학교,초등학교,1912-04-01,공립,본교,운영,경상북도 청송군 청송읍 월막리 432-1,경상북도 청송군 청송읍 중앙로 229-10,8750000,경상북도교육청,8881000,경상북도청송교육지원청,2013-11-29,2020-09-22,36.43555592,129.0551512,2021-03-25
B000006803,서삼초등학교,초등학교,1929-11-01,공립,본교,운영,전라남도 장성군 서삼면 장산리 196,전라남도 장성군 서삼면 축령로 368,8490000,전라남도교육청,8691000,전라남도장성교육지원청,2013-11-29,2020-09-22,35.33413352,126.7676917,2021-03-25
B000012413,현대고등학교,고등학교,1984-03-01,사립,본교,운영,울산광역시 동구 서부동 238-17,울산광역시 동구 봉수로 455,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2020-09-22,35.52498574,129.4214742,2021-03-25
B000003417,대전수미초등학교,초등학교,2003-09-01,공립,본교,운영,대전광역시 서구 괴곡동 361-2,대전광역시 서구 괴곡길 42,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2020-09-22,36.29498584,127.361373,2021-03-25
B000006024,군산아리울초등학교,초등학교,2012-03-01,공립,본교,운영,전라북도 군산시 수송동 830-2,전라북도 군산시 수송동로 90,8320000,전라북도교육청,8341000,전라북도군산교육지원청,2013-11-29,2020-09-22,35.96757225,126.720232,2021-03-25
B000012070,진선여자고등학교,고등학교,1976-12-28,사립,본교,운영,서울특별시 강남구 역삼동 713,서울특별시 강남구 선릉로85길 27,7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2020-09-22,37.50185588,127.0469382,2021-03-25
B000002818,대구서평초등학교,초등학교,1983-12-08,공립,본교,운영,대구광역시 서구 평리동 574-6,대구광역시 서구 서대구로45길 60,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2020-09-22,35.87825232,128.5485064,2021-03-25
B000009802,원덕중학교,중학교,1952-07-02,공립,본교,운영,강원도 삼척시 원덕읍 호산리 370,강원도 삼척시 원덕읍 삼척로 480,7800000,강원도교육청,7871000,강원도삼척교육지원청,2013-11-29,2020-09-22,37.17851881,129.3324963,2021-03-25
B000010989,명서중학교,중학교,1991-03-25,공립,본교,운영,경상남도 창원시 의창구 명서동 28-1,경상남도 창원시 의창구 명지로 54,9010000,경상남도교육청,9022000,경상남도창원교육지원청,2013-11-29,2020-09-22,35.25143009,128.6438848,2021-03-25
B000003455,대전계산초등학교,초등학교,2012-03-01,공립,본교,운영,대전광역시 유성구 계산동 720,대전광역시 유성구 학하서로 74,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2020-09-22,36.34403164,127.2992442,2021-03-25
B000010713,기계중학교기북분교장,중학교,1970-03-02,공립,분교,운영,경상북도 포항시 북구 기북면 용기리 74,경상북도 포항시 북구 기북면 기북로 469,8750000,경상북도교육청,8761000,경상북도포항교육지원청,2013-11-29,2020-09-22,36.13091543,129.1669337,2021-03-25
B000002513,당평초등학교,초등학교,1982-06-01,공립,본교,운영,부산광역시 부산진구 당감동 517,부산광역시 부산진구 백양대로136번길 26,7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2013-11-29,2020-09-22,35.16147667,129.0346941,2021-03-25
B000006144,정읍동초등학교,초등학교,1912-05-01,공립,본교,운영,전라북도 정읍시 장명동 29,전라북도 정읍시 충정로 176,8320000,전라북도교육청,8361000,전라북도정읍교육지원청,2013-11-29,2020-09-22,35.56723699,126.8612584,2021-03-25
B000011668,광양하이텍고등학교,고등학교,1951-10-10,공립,본교,운영,전라남도 광양시 광양읍 목성리 1018,전라남도 광양시 광양읍 신재로 106,8490000,전라남도교육청,8551000,전라남도광양교육지원청,2013-11-29,2020-09-22,34.98003982,127.5911713,2021-03-25
B000002373,서울장안초등학교,초등학교,1955-03-19,공립,본교,운영,서울특별시 광진구 군자동 365,서울특별시 광진구 군자로 74,7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2020-09-22,37.55018701,127.0721269,2021-03-25
